timestamp,ASL_HAND_COMPLETE_rx,ASL_HAND_COMPLETE_ry,ASL_HAND_COMPLETE_rz,f_index.01.R_rx,f_index.01.R_ry,f_index.01.R_rz,f_index.02.R_rx,f_index.02.R_ry,f_index.02.R_rz,f_index.03.R_rx,f_index.03.R_ry,f_index.03.R_rz,f_index.03.R_end_rx,f_index.03.R_end_ry,f_index.03.R_end_rz,f_middle.01.R_rx,f_middle.01.R_ry,f_middle.01.R_rz,f_middle.02.R_rx,f_middle.02.R_ry,f_middle.02.R_rz,f_middle.03.R_rx,f_middle.03.R_ry,f_middle.03.R_rz,f_middle.03.R_end_rx,f_middle.03.R_end_ry,f_middle.03.R_end_rz,f_pinky.01.R_rx,f_pinky.01.R_ry,f_pinky.01.R_rz,f_pinky.02.R_rx,f_pinky.02.R_ry,f_pinky.02.R_rz,f_pinky.03.R_rx,f_pinky.03.R_ry,f_pinky.03.R_rz,f_pinky.03.R_end_rx,f_pinky.03.R_end_ry,f_pinky.03.R_end_rz,f_ring.01.R_rx,f_ring.01.R_ry,f_ring.01.R_rz,f_ring.02.R_rx,f_ring.02.R_ry,f_ring.02.R_rz,f_ring.03.R_rx,f_ring.03.R_ry,f_ring.03.R_rz,f_ring.03.R_end_rx,f_ring.03.R_end_ry,f_ring.03.R_end_rz,forearm.R_rx,forearm.R_ry,forearm.R_rz,hand.R_rx,hand.R_ry,hand.R_rz,metarig.001_rx,metarig.001_ry,metarig.001_rz,palm.01.R_rx,palm.01.R_ry,palm.01.R_rz,palm.02.R_rx,palm.02.R_ry,palm.02.R_rz,palm.03.R_rx,palm.03.R_ry,palm.03.R_rz,palm.04.R_rx,palm.04.R_ry,palm.04.R_rz,thumb.01.R_rx,thumb.01.R_ry,thumb.01.R_rz,thumb.02.R_rx,thumb.02.R_ry,thumb.02.R_rz,thumb.03.R_rx,thumb.03.R_ry,thumb.03.R_rz,thumb.03.R_end_rx,thumb.03.R_end_ry,thumb.03.R_end_rz
7.7500,332.3051,336.8694,208.7726,2.5327,8.4220,358.8249,2.3308,359.2477,354.6019,16.3358,1.7551,1.2867,0.0000,0.0000,0.0000,356.2903,2.0213,353.4531,7.6052,356.5924,357.2007,10.0477,356.6666,355.4709,0.0000,0.0000,0.0000,355.4549,339.9677,350.3497,11.6704,359.9498,354.9116,1.4133,355.6675,359.8808,0.0000,0.0000,0.0000,3.0195,353.1514,352.0392,4.3030,358.8625,359.6968,8.7330,352.6546,356.6484,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
7.7667,332.6057,336.2866,211.3449,1.1884,8.4496,358.8257,0.9922,359.3742,354.6055,14.9916,1.7238,1.2783,0.0000,0.0000,0.0000,356.2556,2.0253,353.4529,7.5683,356.5942,357.2009,10.0128,356.6694,355.4714,0.0000,0.0000,0.0000,355.4370,339.9708,350.3494,11.6523,359.9514,354.9119,1.3951,355.6675,359.8808,0.0000,0.0000,0.0000,3.1021,353.1399,352.0385,4.3863,358.8620,359.6968,8.8162,352.6497,356.6477,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
7.7833,332.7806,335.9021,213.0926,0.9687,8.4541,358.8258,0.7735,359.3949,354.6059,14.7719,1.7188,1.2770,0.0000,0.0000,0.0000,356.2499,2.0260,353.4528,7.5623,356.5945,357.2010,10.0071,356.6699,355.4714,0.0000,0.0000,0.0000,355.4362,339.9709,350.3494,11.6515,359.9515,354.9119,1.3943,355.6675,359.8808,0.0000,0.0000,0.0000,3.0998,353.1402,352.0386,4.3840,358.8620,359.6968,8.8139,352.6498,356.6477,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
7.8000,332.8696,335.7110,213.9845,0.8667,8.4562,358.8259,0.6718,359.4045,354.6060,14.6699,1.7164,1.2764,0.0000,0.0000,0.0000,356.2332,2.0279,353.4527,7.5452,356.5953,357.2010,9.9903,356.6712,355.4717,0.0000,0.0000,0.0000,355.4493,339.9687,350.3496,11.6647,359.9503,354.9117,1.4076,355.6675,359.8808,0.0000,0.0000,0.0000,3.0830,353.1425,352.0387,4.3670,358.8621,359.6968,8.7969,352.6508,356.6479,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
7.8167,333.0884,335.2655,216.1295,1.5896,8.4413,358.8256,1.3917,359.3365,354.6048,15.3928,1.7331,1.2807,0.0000,0.0000,0.0000,356.3146,2.0185,353.4533,7.6268,356.5913,357.2005,10.0720,356.6646,355.4705,0.0000,0.0000,0.0000,355.4820,339.9631,350.3500,11.6977,359.9473,354.9111,1.4408,355.6674,359.8808,0.0000,0.0000,0.0000,3.0900,353.1416,352.0386,4.3742,358.8621,359.6968,8.8041,352.6504,356.6478,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
7.8333,333.9309,333.8337,223.6790,5.8314,8.3540,358.8199,5.6155,358.9360,354.5803,19.6344,1.8337,1.3110,0.0000,0.0000,0.0000,356.2725,2.0234,353.4530,7.5836,356.5934,357.2008,10.0297,356.6680,355.4711,0.0000,0.0000,0.0000,355.4422,339.9699,350.3495,11.6576,359.9510,354.9118,1.4004,355.6675,359.8808,0.0000,0.0000,0.0000,3.1225,353.1370,352.0384,4.4070,358.8619,359.6968,8.8368,352.6484,356.6475,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
7.8500,335.0704,332.3942,232.6589,10.7560,8.2509,358.8050,10.5189,358.4634,354.5139,24.5587,1.9575,1.3576,0.0000,0.0000,0.0000,356.2824,2.0222,353.4531,7.5930,356.5930,357.2007,10.0397,356.6672,355.4710,0.0000,0.0000,0.0000,355.3811,339.9803,350.3487,11.5958,359.9566,354.9129,1.3384,355.6677,359.8808,0.0000,0.0000,0.0000,3.0270,353.1504,352.0391,4.3106,358.8624,359.6968,8.7406,352.6541,356.6484,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
7.8667,335.3837,332.0547,235.0179,12.2362,8.2193,358.7987,11.9927,358.3187,354.4856,26.0388,1.9965,1.3743,0.0000,0.0000,0.0000,356.2508,2.0259,353.4528,7.5610,356.5946,357.2010,10.0080,356.6698,355.4714,0.0000,0.0000,0.0000,355.4955,339.9608,350.3502,11.7115,359.9461,354.9108,1.4545,355.6674,359.8808,0.0000,0.0000,0.0000,2.9977,353.1545,352.0393,4.2809,358.8626,359.6968,8.7110,352.6559,356.6487,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
7.8833,337.0780,330.4368,247.2116,18.6162,8.0784,358.7612,18.3438,357.6740,354.3167,32.4183,2.1774,1.4627,0.0000,0.0000,0.0000,356.2470,2.0263,353.4528,7.5568,356.5948,357.2010,10.0042,356.6701,355.4715,0.0000,0.0000,0.0000,355.4494,339.9687,350.3496,11.6648,359.9503,354.9117,1.4077,355.6675,359.8808,0.0000,0.0000,0.0000,3.1045,353.1395,352.0385,4.3888,358.8620,359.6968,8.8186,352.6495,356.6477,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
7.9000,337.5089,330.0827,250.0293,19.8697,8.0496,358.7517,19.5913,357.5422,354.2738,33.6716,2.2159,1.4837,0.0000,0.0000,0.0000,356.2187,2.0295,353.4526,7.5283,356.5962,357.2012,9.9758,356.6724,355.4719,0.0000,0.0000,0.0000,355.4647,339.9661,350.3498,11.6802,359.9489,354.9114,1.4232,355.6675,359.8808,0.0000,0.0000,0.0000,3.0960,353.1407,352.0386,4.3802,358.8621,359.6968,8.8101,352.6500,356.6477,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
7.9167,338.9570,328.9831,259.0524,23.2841,7.9686,358.7219,22.9891,357.1722,354.1395,37.0858,2.3267,1.5479,0.0000,0.0000,0.0000,356.6991,1.9743,353.4560,8.0111,356.5724,357.1979,10.4578,356.6335,355.4650,0.0000,0.0000,0.0000,355.3555,339.9847,350.3483,11.5699,359.9590,354.9134,1.3124,355.6677,359.8808,0.0000,0.0000,0.0000,3.0714,353.1442,352.0388,4.3553,358.8622,359.6968,8.7852,352.6515,356.6480,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
7.9333,343.8340,327.2104,283.2841,28.6983,7.8311,358.6616,28.3751,356.5447,353.8672,42.4992,2.5248,1.6748,0.0000,0.0000,0.0000,356.2928,2.0210,353.4531,7.6024,356.5925,357.2007,10.0501,356.6664,355.4709,0.0000,0.0000,0.0000,355.5132,339.9578,350.3505,11.7293,359.9445,354.9105,1.4725,355.6674,359.8808,0.0000,0.0000,0.0000,3.0105,353.1527,352.0392,4.2938,358.8625,359.6968,8.7238,352.6552,356.6485,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
7.9500,345.1197,327.0474,289.0332,29.2875,7.8153,358.6539,28.9611,356.4727,353.8327,43.0883,2.5484,1.6909,0.0000,0.0000,0.0000,356.2845,2.0220,353.4531,7.5940,356.5929,357.2007,10.0418,356.6671,355.4709,0.0000,0.0000,0.0000,355.4951,339.9609,350.3502,11.7110,359.9461,354.9108,1.4541,355.6674,359.8808,0.0000,0.0000,0.0000,3.0144,353.1521,352.0392,4.2978,358.8625,359.6968,8.7279,352.6549,356.6485,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
7.9667,345.9014,327.0030,292.5864,29.6267,7.8062,358.6494,29.2984,356.4309,353.8123,43.4274,2.5621,1.7003,0.0000,0.0000,0.0000,356.3580,2.0135,353.4536,7.6679,356.5893,357.2003,10.1156,356.6611,355.4699,0.0000,0.0000,0.0000,355.4980,339.9604,350.3503,11.7139,359.9459,354.9108,1.4570,355.6674,359.8808,0.0000,0.0000,0.0000,3.0014,353.1540,352.0393,4.2846,358.8625,359.6968,8.7147,352.6557,356.6486,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
7.9833,346.9271,327.0041,297.4594,29.8934,7.7989,358.6458,29.5637,356.3979,353.7961,43.6941,2.5731,1.7078,0.0000,0.0000,0.0000,356.3358,2.0161,353.4535,7.6455,356.5904,357.2004,10.0932,356.6629,355.4702,0.0000,0.0000,0.0000,355.4600,339.9669,350.3498,11.6755,359.9493,354.9115,1.4184,355.6675,359.8808,0.0000,0.0000,0.0000,2.9879,353.1559,352.0394,4.2710,358.8626,359.6969,8.7011,352.6565,356.6487,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
8.0000,347.9054,327.0202,302.3756,30.3319,7.7869,358.6398,29.9997,356.3431,353.7689,44.1325,2.5913,1.7205,0.0000,0.0000,0.0000,356.2931,2.0210,353.4531,7.6026,356.5925,357.2007,10.0504,356.6664,355.4708,0.0000,0.0000,0.0000,355.4414,339.9701,350.3495,11.6568,359.9510,354.9118,1.3996,355.6675,359.8808,0.0000,0.0000,0.0000,3.0362,353.1491,352.0390,4.3199,358.8624,359.6968,8.7498,352.6536,356.6483,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
8.0167,348.5274,327.0048,305.5019,30.6708,7.7775,358.6350,30.3367,356.3005,353.7475,44.4714,2.6056,1.7304,0.0000,0.0000,0.0000,356.2849,2.0219,353.4531,7.5944,356.5929,357.2007,10.0422,356.6670,355.4709,0.0000,0.0000,0.0000,355.4640,339.9662,350.3498,11.6796,359.9490,354.9114,1.4225,355.6675,359.8808,0.0000,0.0000,0.0000,3.0180,353.1516,352.0392,4.3015,358.8625,359.6968,8.7315,352.6547,356.6485,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
8.0333,349.5034,326.9760,310.2138,31.1841,7.7633,358.6277,30.8471,356.2354,353.7143,44.9846,2.6275,1.7459,0.0000,0.0000,0.0000,356.2974,2.0205,353.4532,7.6069,356.5923,357.2007,10.0547,356.6660,355.4708,0.0000,0.0000,0.0000,355.4353,339.9711,350.3494,11.6505,359.9516,354.9119,1.3934,355.6675,359.8808,0.0000,0.0000,0.0000,2.9832,353.1565,352.0394,4.2663,358.8627,359.6969,8.6964,352.6568,356.6488,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
8.0500,350.5435,327.0234,314.8314,31.4807,7.7549,358.6234,31.1420,356.1974,353.6948,45.2811,2.6403,1.7550,0.0000,0.0000,0.0000,356.2821,2.0222,353.4531,7.5916,356.5930,357.2007,10.0394,356.6672,355.4710,0.0000,0.0000,0.0000,355.4453,339.9694,350.3495,11.6606,359.9507,354.9117,1.4035,355.6675,359.8808,0.0000,0.0000,0.0000,2.9701,353.1584,352.0395,4.2531,358.8627,359.6969,8.6832,352.6576,356.6489,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
8.0667,351.6702,327.1957,319.5542,31.6365,7.7505,358.6211,31.2969,356.1774,353.6844,45.4369,2.6471,1.7598,0.0000,0.0000,0.0000,356.2759,2.0230,353.4530,7.5853,356.5934,357.2008,10.0332,356.6678,355.4711,0.0000,0.0000,0.0000,355.4470,339.9691,350.3496,11.6624,359.9505,354.9117,1.4052,355.6675,359.8808,0.0000,0.0000,0.0000,2.9698,353.1584,352.0395,4.2528,358.8627,359.6969,8.6828,352.6576,356.6489,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
8.0833,352.4048,327.3816,322.5146,31.7109,7.7484,358.6199,31.3709,356.1678,353.6794,45.5113,2.6504,1.7621,0.0000,0.0000,0.0000,356.2607,2.0247,353.4529,7.5700,356.5941,357.2009,10.0178,356.6690,355.4713,0.0000,0.0000,0.0000,355.4403,339.9702,350.3495,11.6557,359.9511,354.9118,1.3985,355.6675,359.8808,0.0000,0.0000,0.0000,2.9973,353.1545,352.0393,4.2805,358.8626,359.6968,8.7106,352.6559,356.6487,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
8.1000,353.7587,327.8147,327.7336,32.0265,7.7395,358.6152,31.6846,356.1270,353.6581,45.8268,2.6643,1.7721,0.0000,0.0000,0.0000,356.2542,2.0255,353.4529,7.5634,356.5945,357.2009,10.0113,356.6695,355.4714,0.0000,0.0000,0.0000,355.4490,339.9688,350.3496,11.6645,359.9503,354.9117,1.4074,355.6675,359.8808,0.0000,0.0000,0.0000,3.0281,353.1502,352.0391,4.3116,358.8624,359.6968,8.7416,352.6541,356.6484,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
8.1167,355.5528,328.5535,334.3439,32.6741,7.7209,358.6053,32.3284,356.0423,353.6132,46.4743,2.6934,1.7931,0.0000,0.0000,0.0000,356.3715,2.0120,353.4537,7.6814,356.5886,357.2002,10.1291,356.6600,355.4697,0.0000,0.0000,0.0000,355.4411,339.9701,350.3495,11.6564,359.9511,354.9118,1.3993,355.6675,359.8808,0.0000,0.0000,0.0000,3.0711,353.1442,352.0388,4.3550,358.8622,359.6968,8.7850,352.6515,356.6480,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
8.1333,356.9317,329.2400,339.3737,33.2082,7.7053,358.5968,32.8593,355.9715,353.5750,47.0083,2.7179,1.8109,0.0000,0.0000,0.0000,356.3236,2.0175,353.4534,7.6333,356.5910,357.2005,10.0810,356.6639,355.4704,0.0000,0.0000,0.0000,355.4621,339.9665,350.3498,11.6776,359.9492,354.9114,1.4206,355.6675,359.8808,0.0000,0.0000,0.0000,3.0472,353.1476,352.0390,4.3309,358.8623,359.6968,8.7609,352.6530,356.6482,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
8.1500,358.1417,329.9620,343.8190,33.6390,7.6926,358.5898,33.2875,355.9138,353.5436,47.4390,2.7381,1.8257,0.0000,0.0000,0.0000,356.3354,2.0161,353.4535,7.6451,356.5904,357.2004,10.0928,356.6630,355.4702,0.0000,0.0000,0.0000,355.4550,339.9677,350.3497,11.6705,359.9498,354.9116,1.4134,355.6675,359.8808,0.0000,0.0000,0.0000,3.0820,353.1427,352.0387,4.3661,358.8621,359.6968,8.7960,352.6509,356.6479,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
8.1667,359.5496,331.0951,349.1207,34.6310,7.6630,358.5732,34.2734,355.7788,353.4685,48.4308,2.7857,1.8611,0.0000,0.0000,0.0000,356.3066,2.0194,353.4532,7.6161,356.5919,357.2006,10.0639,356.6653,355.4706,0.0000,0.0000,0.0000,355.4330,339.9715,350.3494,11.6482,359.9518,354.9120,1.3910,355.6675,359.8808,0.0000,0.0000,0.0000,3.0705,353.1443,352.0388,4.3544,358.8622,359.6968,8.7843,352.6516,356.6480,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
8.1833,0.2032,331.7678,351.6815,35.2381,7.6444,358.5626,34.8769,355.6946,353.4207,49.0378,2.8158,1.8837,0.0000,0.0000,0.0000,356.2894,2.0214,353.4531,7.5988,356.5927,357.2007,10.0467,356.6667,355.4709,0.0000,0.0000,0.0000,355.4734,339.9646,350.3499,11.6891,359.9481,354.9112,1.4321,355.6674,359.8808,0.0000,0.0000,0.0000,3.0482,353.1474,352.0389,4.3319,358.8623,359.6968,8.7619,352.6529,356.6482,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
8.2000,1.2119,332.9905,355.8000,36.6602,7.6000,358.5365,36.2899,355.4924,353.3030,50.4596,2.8892,1.9398,0.0000,0.0000,0.0000,356.2535,2.0255,353.4529,7.5628,356.5945,357.2010,10.0107,356.6696,355.4714,0.0000,0.0000,0.0000,355.4506,339.9685,350.3496,11.6661,359.9502,354.9117,1.4090,355.6675,359.8808,0.0000,0.0000,0.0000,3.1759,353.1295,352.0380,4.4609,358.8616,359.6968,8.8906,352.6453,356.6470,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
8.2167,2.6348,335.1026,2.1604,38.8947,7.5266,358.4915,38.5094,355.1594,353.1007,52.6934,3.0140,2.0375,0.0000,0.0000,0.0000,356.2315,2.0281,353.4527,7.5407,356.5956,357.2011,9.9886,356.6713,355.4717,0.0000,0.0000,0.0000,355.4046,339.9763,350.3490,11.6196,359.9544,354.9125,1.3623,355.6676,359.8808,0.0000,0.0000,0.0000,3.1189,353.1375,352.0384,4.4033,358.8619,359.6968,8.8332,352.6487,356.6475,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
8.2333,3.1602,336.0214,4.7628,39.8021,7.4955,358.4718,39.4104,355.0183,353.0120,53.6005,3.0684,2.0811,0.0000,0.0000,0.0000,356.2053,2.0311,353.4525,7.5143,356.5969,357.2013,9.9623,356.6735,355.4721,0.0000,0.0000,0.0000,355.3864,339.9795,350.3488,11.6011,359.9561,354.9128,1.3438,355.6676,359.8808,0.0000,0.0000,0.0000,3.0840,353.1424,352.0387,4.3681,358.8621,359.6968,8.7980,352.6508,356.6479,0.0000,0.0000,0.0000,353.8483,271.2219,272.8675,4.7591,91.8054,356.3259,270.0198,0.0000,0.0000,0.0361,355.1530,12.1235,359.2429,357.2920,5.0783,355.2164,0.2570,358.4318,357.2204,6.4105,347.2666,318.9646,42.3229,38.7801,21.5358,22.8842,0.8752,5.0099,4.0165,359.4105,0.0000,0.0000,0.0000
